market,airlineAA,airlineDL,airlineUA,airlineAL,airlineLCC,airlineWN,marketdistance,fromcenterdistance,mindistance,changeincmarket,percapitaincmarket,marketsize,wrightamendmDAL,dallasmarket,marketpresenceAA,marketpresenceDL,marketpresenceUA,marketpresenceAL,marketpresenceLCC,marketpresenceWN,mindistancefromhubAA,mindistancefromhubDL,mindistancefromhubUA,mindistancefromhubAL,mindistancefromhubLCC,mindistancefromhubWN
"ALBMCO",0,1,0,1,0,1,1.073,1.840081,.4249685,3.95,2.940288,1.189857,0,0,.3784761,.6109567,.2369855,.5283092,.0896552,.3648498,.6084754,.1697805,.6084754,.0011833,.0004929,.0030057
"ALBMDW",0,0,0,0,0,1,.717,1.300783,.1550676,2.95,3.340562,2.762454,0,0,.1728111,.266129,.0887097,.3430876,.15,.5525346,.0264507,.2134877,.0264507,0,0,0
"ALBMIA",1,1,0,1,0,0,1.225,2.024391,.2116254,4.35,3.183955,2.059972,0,0,.4556808,.5847131,.1993291,.5224807,.0884956,.2096774,.5664948,.1815041,.5664948,.001314,.0012257,.0086598
"ALBMKE",0,0,0,1,0,0,.715,1.365709,.4249685,3.95,3.273694,1.117455,0,0,.359319,.4389685,.2615492,.5359418,.154321,.2096774,.1015152,.3129048,.1015152,.0121777,0,.1127672
"ALBMLB",0,1,0,0,0,0,1.08,1.883844,.4249685,3.95,2.952484,.6351956,0,0,.1370968,.766129,.0887097,.3145161,.0333333,.2096774,.6312005,.1987476,.6312005,.000806,.000806,.0053752
"ALBMSY",0,1,0,1,0,1,1.266,1.521111,.4249685,5.5,2.989823,1.043132,0,0,.3544881,.6183029,.1887097,.4362552,.0826087,.4140252,.2308546,.0078089,.2308546,.0143532,.0078089,.01517
"ALBOAK",0,0,1,0,0,1,2.548,2.657569,.1120481,2,3.968836,1.861381,0,0,.4110694,.3894167,.4106275,.3145161,.0547945,.5384445,.0008062,.0363735,.0008062,.0002725,0,.0019379
"ALBORD",1,0,1,1,0,0,.723,1.307388,.1550676,2.95,3.340562,2.762454,0,0,.483502,.5014232,.3991672,.4419671,.0163399,.2096774,0,.2244977,0,0,.0101556,.0101556
"ALBORF",0,0,0,1,0,0,.423,1.799711,.2289411,5.05,2.971443,1.147159,0,0,.3370968,.5861291,.1287097,.6145161,0,.2096774,2.393684,1.612572,2.393684,.0021048,.0021048,.0581808
"ALBPBI",0,1,0,1,0,1,1.163,1.981657,.4213133,4.1,3.776519,.9803323,0,0,.2102675,.6990559,.1009048,.5767112,.054878,.3499213,.6038708,.2011532,.6038708,.0010729,.0010729,.0086423
"ALBPDX",0,1,1,1,0,0,2.395,2.663957,.4249685,3.55,3.199977,1.280342,0,0,.4008331,.5573379,.4238745,.3455335,.1318681,.3855016,.0244709,.0813057,.0244709,.0008093,0,.0271615
"ALBRDU",0,1,0,1,0,1,.544,1.674037,.4249685,4.7,3.288102,.8317006,0,0,.3436185,.6085204,.1647966,.5645161,.1413043,.4270687,1.511168,.8583492,1.511168,.0082809,0,0
"ALBRIC",0,0,0,1,0,0,.407,1.732958,.4249685,4.9,3.176756,.9601363,0,0,.2922692,.6109567,.1404338,.7110679,0,.2096774,2.343712,1.538442,2.343712,.0073487,.0073487,.0042308
"ALBRSW",0,1,0,1,0,0,1.204,1.931081,.2649559,7.7,3.140503,.6170706,0,0,.3238438,.6215507,.1007579,.55548,.1084337,.2096774,.5299585,.1355824,.5299585,.001489,.0011502,.0040347
"ALBSAN",1,1,0,1,0,1,2.445,2.47464,.4249685,4.5,3.279357,1.539802,0,0,.4470142,.5471208,.3159824,.4302186,.053719,.4038923,0,.0146606,0,0,0,0
"ALBSAT",1,1,0,0,0,1,1.643,1.684332,.4249685,3.5,2.934905,1.203341,0,0,.4688725,.6025777,.2008592,.4013416,.0093458,.4152849,.0215408,.0007904,.0723768,0,.0215408,.0250434
"ALBSDF",0,0,0,1,0,1,.703,1.272771,.4249685,4.1,3.099861,.9860584,0,0,.3195292,.6242372,.163034,.483435,.0405405,.4394071,.4318362,.0019258,.4318362,0,.1188392,.1117845
"ALBSEA",1,1,0,1,0,0,2.355,2.671197,.4249685,2.95,3.472998,1.602077,0,0,.4029698,.5558116,.342678,.4494368,.1031746,.3604711,.0339838,.0951965,.0339838,.0062241,0,.0370201
"ALBSFO",1,0,0,1,0,0,2.559,2.667292,.1120481,2,3.968836,1.861381,0,0,.4228111,.5350366,.4164408,.4699783,.0546218,.2096774,.0006257,.0358734,.0006257,.0001176,0,.0017417
"ALBSJC",1,1,1,0,0,0,2.543,2.646442,.2963765,2,3.968836,1.861381,0,0,.5425022,.4418047,.386007,.3145161,.0540541,.4529207,.0003594,.0348662,.0003594,0,0,.0014094
"ALBSLC",1,1,1,0,0,0,1.96,2.097778,.4249685,5,3.035492,.9038141,0,0,.3898441,.6727225,.3469515,.3145161,.0549451,.4294576,.0028137,.0539822,.0028137,.0016297,0,.0045235
"ALBSMF",0,0,1,0,0,1,2.491,2.613743,.4249685,5.2,3.123075,1.244502,0,0,.4073671,.4688317,.4197908,.3221447,.0540541,.4731909,.0019988,.0405619,.0019988,0,0,.0033114
"ALBSNA",0,0,1,1,0,0,2.449,2.489544,.3074962,4.55,3.190089,3.22646,0,0,.4978563,.4116987,.3798489,.3778073,.056962,.2666394,0,.0179574,0,0,0,0
"ALBSRQ",0,1,0,1,0,0,1.167,1.854679,.3634057,5.45,3.432344,.7087821,0,0,.1370968,.734879,.0887097,.5540994,.0208333,.2096774,.5180983,.1113018,.5180983,.0022205,.0021457,.0017915
"ALBSTL",0,0,0,1,0,1,.91,1.050369,.4249685,3.05,3.159344,1.501922,0,0,.4747036,.3943342,.2040943,.4427212,.0042735,.4148056,.0748545,.0193506,.0748545,0,.0609923,.0609923
"ALBTPA",0,1,0,1,0,1,1.13,1.821899,.1023103,4.2,3.049843,1.423695,0,0,.3418212,.6322708,.1989459,.5349886,.0905512,.3671577,.5340027,.1137298,.5340027,.0024122,.0005672,.0013026
"ALBTUS",1,0,0,0,0,0,2.149,2.155707,.4249685,4.3,2.824115,.8452215,0,0,.4414446,.4472885,.2263908,.3188406,.0289855,.3401122,.0024794,.0077279,.0024794,0,0,0
"ATLAUS",1,1,0,1,1,0,.813,1.125173,.5443455,3.8,3.291706,2.409975,0,0,.5633333,.7055556,.1988889,.4,.1066667,.2444444,.1312941,0,.9479821,.0186062,0,.0367217
"ATLAVP",0,0,0,1,0,0,.714,1.335974,.4957266,3.1,3.020543,1.565101,0,0,.18,.4,.11,.6166667,.1066667,0,.7300136,0,.7300136,.0289466,0,.0266975
"ATLAZO",0,0,0,1,0,0,.596,.903765,.4453783,3.55,3.034777,1.179341,0,0,.3564706,.4,.1688235,.6205882,.1066667,0,.2210407,.0009932,.2210407,.187831,.0009932,.1874812
"ATLBDL",1,1,1,1,1,0,.859,1.497868,.5340726,3.85,3.580077,2.258365,0,0,.4094118,.7058824,.2747059,.404902,.1066667,.1647059,.6140685,0,.6140685,.0009276,0,0
"ATLBHM",0,1,0,0,0,0,.134,.8678199,.5178719,4.65,3.159903,2.160977,0,0,.2758904,.8041096,.1168493,.280137,.1066667,.2671233,7.882703,0,7.882703,3.308675,0,7.664104
"ATLBNA",0,1,0,0,0,0,.214,.7567893,.6660331,4.35,3.252954,2.426105,0,0,.3837037,.7055556,.1794444,.3305556,.1066667,.212963,3.743945,0,3.743945,1.593283,0,3.605575
"ATLBOI",0,1,1,1,0,0,1.838,1.839844,.6660331,4.65,3.131653,1.461754,0,0,.18,.55625,.4641666,.2958333,.1145833,.1979167,.0877108,0,.0029385,.1122598,0,.0007389
"ATLBOS",1,1,1,1,1,0,.946,1.587425,.4886092,3.85,3.80887,4.415596,0,0,.4363025,.7067227,.2906723,.3852941,.1654902,0,.5535802,0,.5535802,0,0,0
"ATLBTR",0,1,0,0,0,0,.449,.9861489,.5472715,4.35,2.94438,1.768437,0,0,.2194737,.8605263,.11,.2482456,.1066667,0,1.476554,0,2.154589,1.006946,0,1.11246
"ATLBUF",0,1,0,1,1,0,.712,1.221968,.5519756,3,3.069101,2.263714,0,0,.3735484,.6016129,.2309677,.4473118,.1792473,.1612903,.5135602,0,.5135602,.0001891,0,.2034254
"ATLBUR",1,0,0,1,0,0,1.941,2.000265,.1831448,4.6,3.288644,7.433941,0,0,.3019512,.4,.3295122,.2728455,.1066667,.3170732,.0016095,0,.0498381,0,0,0
"ATLBWI",0,1,0,1,0,0,.576,1.269258,.2974226,5.45,3.803814,4.65361,0,0,.3764286,.68125,.2707143,.3532738,.1066667,.2321429,1.127705,0,1.127705,.0184903,0,0
"ATLCAE",0,1,0,0,0,0,.191,1.105613,.6254696,3.45,3.044045,1.698807,0,0,.18,.8767442,.11,.2562016,.1066667,0,5.661849,.0004768,5.661849,.6537055,.0004768,4.304565
"ATLCAK",0,0,0,0,1,0,.528,1.041101,.4032837,2.4,3.271224,3.073063,0,0,.18,.4,.11,.2705128,.5297436,0,.7961412,.0002903,.7961412,.126817,.0002903,.6190331
"ATLCHS",0,1,0,0,0,0,.259,1.195291,.6660331,4.35,2.989783,1.563668,0,0,.1880645,.8435484,.11,.4553764,.1066667,0,4.274167,0,4.274167,.5246827,0,3.045698
"ATLCMH",0,1,0,1,0,0,.446,.9501581,.6660331,3.95,3.252056,2.687146,0,0,.4125581,.6674418,.237907,.3550388,.1066667,.1744186,1.021613,.0015439,1.021613,.2844101,.0015439,.9587627
"ATLCOS",1,1,1,0,0,0,1.185,1.212234,.3744382,4.55,3.188909,1.563514,0,0,.555,.6083333,.4433333,.2,.1066667,0,.1150401,0,.0702779,.2631772,0,.0361534
"ATLCRP",0,1,0,1,0,0,.876,1.265875,.6660331,4.1,2.888353,1.330461,0,0,.3466667,.4166667,.11,.4333333,.1066667,.2333333,.238008,0,.9698585,.0146241,0,.0058677
"ATLCVG",0,1,0,1,0,0,.373,.8423585,.6358104,3.6,3.238144,2.987312,0,0,.2184615,.8871795,.1933333,.2397436,.1066667,0,1.332707,.0014558,1.332707,.5051549,.0014558,1.251122
"ATLDAB",0,1,0,0,0,0,.366,1.316141,.5438636,4.95,2.893589,1.410066,0,0,.18,.9,.11,.1541667,.1066667,0,3.286036,.0010416,3.286036,.7583035,.0010416,2.577123
"ATLDAL",0,1,0,0,0,0,.721,.9493275,.1141117,4.15,3.396194,4.85319,1,1,.2228571,.4285714,.11,.2452381,.1066667,.4142857,.027773,0,.9469219,.2546608,0,.2956772
"ATLDAY",0,1,0,0,1,0,.432,.8803759,.5665362,3.1,3.138787,1.929814,0,0,.3942857,.6232143,.2171429,.3220238,.2227381,0,.9577046,.0008539,.9577046,.3807681,.0008539,.889877
"ATLDCA",0,1,0,1,1,0,.547,1.24908,.2343659,5.45,3.803814,4.65361,0,0,.3880292,.6591241,.2340876,.3543796,.1066667,0,1.223304,0,1.223304,.0180779,0,.1066677
"ATLDEN",1,1,1,1,1,0,1.199,1.214594,.4461665,5.25,3.658816,3.331948,0,0,.458169,.6746479,.4445071,.3295775,.1143192,0,.1424993,0,0,.2919134,0,.0191338
"ATLDFW",1,1,0,1,1,0,.732,.9540479,.1141117,4.15,3.396194,4.85319,0,1,.5526115,.7248408,.2533121,.2678344,.1990234,0,0,0,.9226161,.2465463,0,.2866347
"ATLDSM",1,1,1,1,0,0,.743,.7634288,.6660331,3.95,3.256238,1.569597,0,0,.5728571,.4238095,.4552381,.4,.1066667,0,.2161992,0,.2161992,.4001751,0,.1510857
"ATLELP",1,1,0,1,0,0,1.282,1.433501,.4617842,5.6,2.663806,1.739838,0,0,.4876923,.5,.11,.2782051,.1066667,.2692308,0,0,.3727258,.0556707,0,.0682337
"ATLFAT",1,0,0,0,0,0,1.997,2.039923,.363053,4.95,2.822369,1.893889,0,0,.5728571,.4,.11,.15,.1071429,0,.0209532,0,.0201376,.0013046,0,.0013046
"ATLFLL",0,1,0,1,1,0,.581,1.51851,.2116254,4.4,3.28251,4.746289,0,0,.3729824,.8035088,.1363158,.3491228,.2207018,.1578947,2.079188,.0011775,2.079188,.4800731,.0010309,1.585877
"ATLFNT",0,0,0,1,1,0,.644,1.006224,.4259086,2.95,3.403965,4.437972,0,0,.18,.4,.11,.619697,.2733333,0,.2867898,.0014454,.2867898,.0102133,.0014454,.2591968
"ATLFWA",0,1,0,1,0,0,.508,.8655943,.5212955,2.45,3.110867,1.317041,0,0,.3378947,.531579,.1889474,.4921053,.1066667,0,.5010769,.0005978,.5010769,.351223,.0005978,.4463732
"ATLGEG",0,1,1,1,0,0,1.968,1.963768,.6660331,3.1,2.99143,1.364547,0,0,.18,.5346154,.3503846,.3326923,.1923077,.2019231,.0663736,0,.0314844,.0555414,0,0
"ATLGRR",0,1,1,1,0,0,.64,.9364746,.4117735,4.05,3.119323,1.817588,0,0,.3530769,.4576923,.3503846,.6211538,.1066667,0,.1599784,.0011074,.1599784,.1171521,.0011074,.1364367
"ATLGSO",0,1,0,1,1,0,.306,1.112643,.4739241,3.1,3.097275,1.694224,0,0,.2290196,.8019608,.1394118,.4598039,.2439216,0,2.905056,0,2.905056,.0090421,0,1.789611
"ATLGSP",0,1,0,0,0,0,.153,1.019816,.4136535,2.8,3.02429,1.58139,0,0,.2675,.8375,.11,.3541667,.1066667,0,6.733462,.0017159,6.733462,.9754301,.0017159,5.537785
"ATLHOU",0,1,0,0,1,0,.696,1.093188,.2364666,5.45,3.455752,4.618631,0,0,.334321,.5913581,.11,.15,.2548148,.2962963,.4035873,0,1.228827,.022167,0,0
"ATLIAD",0,1,1,1,1,0,.533,1.22659,.2343659,5.45,3.803814,4.65361,0,0,.3733333,.6866667,.39,.2433333,.2066667,0,1.238252,0,1.238252,.0266458,0,.1646754
"ATLICT",1,1,0,0,0,0,.781,.8189816,.6660331,6.2,3.176789,1.591035,0,0,.632381,.4476191,.312381,.1604762,.1066667,0,.3552384,0,.5267398,.4814408,0,.1228971
"ATLIND",1,1,1,1,0,0,.432,.7740623,.4410904,3.9,3.305466,2.616609,0,0,.4191304,.601087,.3002174,.448913,.1066667,.1793478,.8122009,.0015149,.8122009,.5139294,.0015149,.7411585
"ATLISP",0,1,0,0,0,0,.795,1.4656,.3702461,3.5,3.713717,9.023514,0,0,.2489655,.537931,.11,.1856322,.1066667,.4482759,.7310409,0,.7310409,0,0,.0000816
"ATLJAN",0,1,0,0,0,0,.341,.868723,.6660331,4.6,3.004113,1.486083,0,0,.2094118,.8509804,.1394118,.2970588,.1066667,.1470588,2.333031,0,2.765324,1.311326,0,2.088246
"ATLJAX",0,1,0,0,1,0,.27,1.224375,.651668,3.2,3.152917,2.2487,0,0,.3409196,.8137931,.1214942,.3293104,.2158621,.1551724,4.44849,.0017618,4.44849,1.060997,.0017618,3.589821
"ATLJFK",0,1,0,0,0,0,.76,1.429281,.1101473,3.5,3.713717,9.023514,0,0,.5721569,.6745098,.2080392,.2186275,.127451,0,.7679567,0,.7679567,0,0,0
"ATLLAN",0,0,0,1,0,0,.63,.9652883,.4475269,3.7,3.061335,1.407933,0,0,.18,.4,.1272414,.6327586,.1066667,0,.2443492,.0015587,.2443492,.0623467,.0015587,.216345
"ATLLAX",1,1,1,1,1,0,1.946,2.018299,.1831448,4.6,3.288644,7.433941,0,0,.4937931,.6965517,.3789655,.3706897,.1066667,.1689655,.0075268,0,.0565246,.0029327,0,.0029327
"ATLLEX",0,1,0,0,0,0,.303,.8471137,.6660331,2.9,3.202677,1.348193,0,0,.18,.872973,.1640541,.1905406,.1066667,0,2.075058,.0079151,2.075058,.6621895,.0028461,1.9739
"ATLLGA",1,1,1,1,1,0,.761,1.425201,.1101473,3.5,3.713717,9.023514,0,0,.4545902,.6581967,.2821311,.3713115,.1722404,0,.756427,0,.756427,0,0,0
"ATLLIT",1,1,0,1,0,0,.453,.7036175,.6660331,4.8,3.087256,1.648127,0,0,.5512121,.7106061,.1175758,.3015152,.1066667,.2272727,1.279987,0,1.557074,.9126952,0,1.28448
"ATLMBS",0,0,0,1,0,0,.682,1.019376,.4259086,2.05,2.958426,.9608535,0,0,.18,.4,.2712903,.6177419,.1066667,0,.2133039,.0016543,.2133039,.0163516,.0016543,.1916097
"ATLMCI",1,1,1,1,1,0,.692,.6922302,.5611363,3.75,3.292506,2.864735,0,0,.4727928,.6747748,.2901802,.3752252,.1066667,.2207207,.4560506,0,.4560506,.4934176,0,0
"ATLMCO",0,1,0,0,1,0,.403,1.345209,.472719,4,3.038843,2.741496,0,0,.4213793,.7448276,.2582759,.3706897,.1963218,.1551724,2.998436,.0017596,2.998436,.7267373,.0017596,2.383635
"ATLMDT",0,1,0,1,0,0,.619,1.26989,.4395371,3.9,3.214742,1.499467,0,0,.305,.509375,.235,.5229167,.1066667,0,.9359162,0,.9359162,.031938,0,.0436878
"ATLMDW",0,0,0,1,1,0,.59,.8059116,.1550676,3,3.439117,6.364847,0,0,.2157143,.4,.11,.2142857,.2566667,.3428572,.0532892,.0012604,.0532892,.3734559,.0012604,.0012604
"ATLMEM",0,1,0,1,1,0,.332,.6859418,.6573585,4.8,3.170763,2.314352,0,0,.311579,.6763158,.1560526,.525,.2382456,0,2.304689,0,2.304689,1.220593,0,2.226057
"ATLMFE",0,0,0,1,0,0,.974,1.384713,.3656414,6.75,2.400424,1.613462,0,0,.4107692,.4,.11,.6166667,.1066667,0,.2309709,0,.8936156,.0311994,0,.0208819
"ATLMIA",1,1,1,0,1,0,.595,1.52952,.2116254,4.4,3.28251,4.746289,0,0,.4985841,.7185841,.2206195,.3246313,.1951622,0,2.032658,.0014744,2.032658,.4767633,.0014744,1.559644
"ATLMKE",1,1,1,1,1,0,.669,.8708377,.6660331,4,3.372249,2.574678,0,0,.4022222,.5728395,.2828395,.532716,.1676543,0,.006067,.0007515,.006067,.2434715,.0007515,.0037914
"ATLMLB",0,1,0,0,0,0,.443,1.388973,.472719,4,3.051039,1.463526,0,0,.18,.9,.11,.15,.1066667,0,2.718221,.0004113,2.718221,.6215532,.0004113,2.09974
"ATLMOB",0,1,0,0,0,0,.302,1.003454,.5302745,3.2,2.781243,1.327914,0,0,.18,.8852941,.11,.15,.1066667,0,3.197872,0,3.588115,1.492378,0,2.710496
"ATLMSY",0,1,0,0,1,0,.425,1.02624,.6532925,5.55,3.088378,2.403435,0,0,.3973913,.7521739,.21,.3297102,.1892754,.2043478,1.7689,0,2.39703,1.06408,0,1.344663
"ATLOAK",1,1,1,1,0,0,2.13,2.162698,.1120481,2.05,4.06739,4.288724,0,0,.4539726,.5232877,.4319178,.2588128,.1066667,.3287671,.0242653,0,.0093763,.0082454,0,.0082454
"ATLOKC",1,1,0,1,0,0,.761,.8722941,.6660331,5.85,3.0906,2.207901,0,0,.54,.66,.2433333,.2833334,.1066667,.2666667,.1889244,0,.7053534,.423956,0,.3191574
"ATLOMA",1,1,1,1,1,0,.821,.8227793,.5476629,4.15,3.304022,1.848187,0,0,.5587879,.4984848,.4130303,.4075758,.1066667,.2121212,.2430334,0,.2430334,.3862514,0,.0266049
"ATLORD",1,1,1,1,0,0,.606,.8125165,.1550676,3,3.439117,6.364847,0,0,.5264052,.6352941,.4204575,.3199347,.1066667,0,0,0,0,.3623576,0,.0004132
"ATLORF",0,1,0,1,0,0,.516,1.30484,.2289411,5.1,3.069998,2.643118,0,0,.38,.72,.15,.4166667,.1066667,0,1.560085,0,1.560085,0,0,.4243996
"ATLPBI",0,1,0,1,0,0,.545,1.486785,.4213133,4.15,3.875074,2.25874,0,0,.2531707,.8329269,.1221951,.3788618,.1066667,.1402439,2.212435,.0008731,2.212435,.5012852,.0008731,1.679689
"ATLPDX",1,1,1,1,1,0,2.172,2.169086,.6660331,3.6,3.298532,2.94998,0,0,.4437363,.6912088,.4451649,.3423077,.1318681,.1758242,.0769261,0,.0058194,.0714908,0,0
"ATLPHF",0,0,0,0,1,0,.508,1.286475,.2289411,5.1,3.069998,2.643118,0,0,.18,.4,.11,.15,.6066667,0,1.556426,0,1.556426,0,0,.4113864
"ATLPNS",0,1,0,0,0,0,.272,1.039454,.2181258,4.6,2.896229,1.35715,0,0,.18,.8186046,.11,.3608527,.1066667,0,3.896291,0,4.151795,1.629752,0,3.342367
"ATLPVD",0,1,0,1,1,0,.903,1.559569,.4228904,5.15,3.205647,2.652073,0,0,.3842254,.6676056,.2438028,.4406103,.1066667,.2535211,.6083049,0,.6083049,0,0,0
"ATLRDU",0,1,0,1,1,0,.356,1.179165,.4989468,4.75,3.386657,1.916284,0,0,.3865218,.7423913,.186087,.3666667,.1718841,.2173913,2.515594,0,2.515594,0,0,1.33441
"ATLRIC",0,1,0,1,0,0,.481,1.238087,.5235466,4.95,3.275311,2.212207,0,0,.3351724,.7448276,.1617241,.5132184,.1066667,0,1.591198,0,1.591198,.0024594,0,.4471966
"ATLROC",0,1,0,1,0,0,.749,1.276135,.5519756,3.55,3.187908,2.138075,0,0,.3760784,.4784314,.2864706,.4794118,.1066667,0,.5115194,.0001817,.5115194,.0021953,.0001817,.1388055
"ATLRSW",0,1,0,0,1,0,.515,1.436209,.2649559,7.75,3.239058,1.421765,0,0,.366747,.7554217,.1220482,.3576305,.2151004,0,2.354457,.0015067,2.354457,.6080528,.0015067,1.905316
"ATLSAN",1,1,1,1,1,0,1.891,1.979768,.6660331,4.55,3.377912,3.547789,0,0,.4899174,.6809918,.3372727,.3070248,.1066667,.1942149,.0030146,0,.0826281,0,0,0
"ATLSAT",1,1,0,1,0,0,.874,1.18946,.6586428,3.55,3.03346,2.772563,0,0,.5117757,.7364486,.2221495,.3970405,.1066667,.2056075,.1173096,0,.8848863,.0044606,0,.0138944
"ATLSDF",0,1,0,1,0,0,.321,.7778998,.6660331,4.15,3.198416,2.271933,0,0,.3624324,.7581081,.1843243,.2918919,.1066667,.2297297,1.778992,.00257,1.778992,.7506968,.00257,1.68369
"ATLSEA",1,1,1,1,1,0,2.182,2.176325,.6660331,3,3.571553,3.691275,0,0,.445873,.6896825,.3639683,.4,.1066667,.1507937,.0634772,0,.0162303,.0540777,0,0
"ATLSFO",1,1,1,1,1,0,2.139,2.17242,.1120481,2.05,4.06739,4.288724,0,0,.4657143,.6689076,.4377311,.3600841,.1066667,0,.0236348,0,.0098607,.00713,0,.00713
"ATLSHV",0,1,0,0,0,0,.552,.8818493,.5184444,5.15,2.955718,1.287551,0,0,.5209091,.8090909,.11,.1621212,.1066667,0,.664421,0,1.426925,.5939404,0,.6413565
"ATLSJC",1,1,1,1,1,0,2.116,2.151571,.2963765,2.05,4.06739,4.288724,0,0,.5854054,.5756757,.4072973,.2783784,.1066667,.2432432,.0224796,0,.0118858,.0049975,0,.0049975
"ATLSLC",1,1,1,1,1,0,1.589,1.602907,.6660331,5.05,3.134047,2.082438,0,0,.4327473,.8065934,.3682418,.2543956,.1066667,.2197802,.0796956,0,0,.1836637,0,.0115548
"ATLSMF",1,1,1,1,0,0,2.092,2.118872,.6660331,5.25,3.221631,2.867401,0,0,.4502703,.6027027,.4410811,.3189189,.1066667,.2635135,.0307819,0,.0049755,.0220205,0,.0174661
"ATLSNA",1,1,1,1,0,0,1.919,1.994673,.3074962,4.6,3.288644,7.433941,0,0,.5407595,.5455697,.4011393,.2621941,.1066667,.056962,.006061,0,.0631385,.000498,0,.000498
"ATLSRQ",0,1,0,0,0,0,.445,1.359807,.3634057,5.5,3.530899,1.633073,0,0,.18,.86875,.11,.35625,.1066667,0,2.723812,.0009526,2.723812,.7422761,.0009526,2.272967
"ATLSTL",1,1,0,1,0,0,.483,.5554979,.6660331,3.1,3.257899,3.460512,0,0,.5176069,.5282052,.2253846,.3038462,.1066667,.2051282,.7879773,.0001669,.7879773,.6569844,.0001669,.7420515
"ATLSYR",0,1,0,1,0,0,.793,1.34969,.3645491,2.65,3.043301,1.692475,0,0,.33625,.5979167,.1725,.48125,.1066667,0,.5269799,.0001245,.5269799,.0156076,.0001245,.070486
"ATLTOL",0,1,0,0,1,0,.549,.9490583,.4916208,2.45,3.074783,1.704345,0,0,.3723077,.6692308,.11,.4192308,.3758975,0,.4916957,.001714,.4916957,.1733365,.001714,.4478676
"ATLTPA",0,1,0,0,1,0,.406,1.327028,.1023103,4.25,3.148398,3.280272,0,0,.3847244,.7661418,.2202362,.3371391,.1972179,.1574803,2.987435,.0025848,2.987435,.8121303,.0025848,2.494708
"ATLTRI",0,1,0,0,0,0,.227,.973221,.6660331,4.3,2.794783,.8953222,0,0,.18,.85,.16,.15,.1066667,0,3.784703,0,3.784703,.5255455,0,3.139175
"ATLTUL",1,1,0,1,0,0,.674,.761662,.6660331,6.7,3.2499,1.955287,0,0,.6042424,.589394,.2084849,.230303,.1066667,.280303,.4341974,0,.766323,.5829663,0,.3569477
"ATLTUS",1,1,0,1,0,0,1.541,1.660835,.6660331,4.35,2.92267,1.947437,0,0,.4843478,.5811594,.2476812,.3721739,.1066667,.1304348,0,0,.1905011,.0521422,0,.062368
"ATLTYS",0,1,0,0,0,0,.152,.9028563,.6660331,3.9,3.052514,1.658743,0,0,.205641,.874359,.1484615,.2141026,.1066667,0,6.10922,0,6.10922,1.653173,0,5.83436
"AUSBDL",1,1,1,1,0,1,1.608,1.664373,.5340726,3.25,3.509215,1.2362,0,0,.6127451,.6114379,.2535948,.4303921,.0529412,.4091503,.0309021,.0054713,.0934867,.0033897,.0065623,.0090358
"AUSBHM",1,1,0,1,0,1,.682,1.034324,.5178719,4.05,3.089041,1.182891,0,0,.4792237,.7096652,.0957382,.3723744,.0333333,.5115677,.1521668,.1521668,1.290504,.0282714,.0522698,.0522698
"AUSBNA",1,1,0,1,0,1,.756,.9232938,.5443455,3.75,3.182092,1.328019,0,0,.587037,.6111111,.1583333,.3574074,.0333333,.4574074,.0845862,.0845862,.834717,.0532533,.0816308,.0816308
"AUSBOI",0,0,1,1,0,0,1.375,2.006349,.5443455,4.05,3.060791,.8001454,0,0,.3833333,.4618056,.4430555,.2833333,.1145833,.4423611,.0617772,.0617772,.0344968,.166934,.0344968,.166934
"AUSBOS",1,1,1,1,0,0,1.698,1.75393,.4886092,3.25,3.738008,2.41704,0,0,.6396359,.6122782,.2695612,.4682073,.0588235,.2444444,.0296574,.0053692,.0845281,.0017501,0,.0061356
"AUSBTR",0,1,0,1,0,0,.39,1.152653,.5443455,3.75,2.873518,.9680197,0,0,.422807,.7660819,.0888889,.4149123,.0333333,.2444444,.4684713,.4684713,3.54066,.007749,.0320483,.0320483
"AUSBUF",1,1,0,0,0,1,1.366,1.388472,.5443455,2.4,2.998239,1.239128,0,0,.5768817,.5071685,.2098566,.4365591,.0978495,.4057348,.0252954,.0006452,.061125,0,.0251829,.0532355
"AUSBUR",0,0,0,1,0,1,1.241,2.16677,.1831448,4,3.217782,4.069244,0,0,.5052845,.3055556,.3084011,.3139566,.0365854,.5615176,.1320348,.1320348,.3027945,0,.0122275,0
"AUSBWI",1,1,1,1,0,1,1.342,1.435762,.2974226,4.85,3.732952,2.547326,0,0,.5797619,.5868056,.2496032,.4797619,.0446429,.4765873,.0462268,.0325873,.1903128,.0232556,.0006987,0
"AUSCAE",0,1,0,0,0,0,1.004,1.272117,.5443455,2.85,2.973183,.9299049,0,0,.3833333,.7822998,.0888889,.318217,.0333333,.2444444,.1054354,0,.6377041,.0121385,0,.02573
"AUSCHS",0,1,0,0,0,0,1.056,1.361796,.5443455,3.75,2.918921,.8559319,0,0,.3913978,.7491039,.0888889,.3387097,.0333333,.2444444,.1124807,.013068,.6456922,.0065709,.013068,.0174499
"AUSCMH",1,1,0,1,0,0,1.074,1.116663,.5443455,3.35,3.181194,1.470909,0,0,.6158915,.5729975,.2167959,.4403101,.0465116,.4188631,.0383126,0,.1857365,.0479373,.0383126,.0694485
"AUSCOS",1,1,0,1,0,0,.716,1.378739,.3744382,3.95,3.118047,.8558472,0,0,.7583333,.5138889,.4222222,.3416667,.0333333,.2444444,.0922537,.0922537,.183396,.3260178,.0922537,.3661129
